"state","puma2k","cbsa10","stab","cbsaname10","PUMA2kName","pop10","afact"
"FIPS state","puma2k","cbsa10","State Postal Code","2010 CBSA Name","PUMA 2K Name","Total Pop, 2010 census","puma2k to cbsa10 alloc factor"
"12","03902","15980","FL","Cape Coral-Fort Myers, FL Metropolitan Statistical Area","1203902",178190,1 
"12","03903","15980","FL","Cape Coral-Fort Myers, FL Metropolitan Statistical Area","1203903",126636,1 
"12","04001","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204001",120308,1 
"12","04002","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204002",108235,1 
"12","04003","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204003",134058,1 
"12","04004","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204004",114007,1 
"12","04005","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204005",137101,1 
"12","04006","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204006",101792,1 
"12","04007","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204007",130826,1 
"12","04008","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204008",126435,1 
"12","04009","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204009",100879,1 
"12","04010","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204010",139179,1 
"12","04011","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204011",169164,1 
"12","04012","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204012",164254,1 
"12","04013","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204013",127308,1 
"12","04014","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204014",117007,1 
"12","04015","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204015",127097,1 
"12","04016","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204016",116153,1 
"12","04017","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204017",137595,1 
"12","04018","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204018",110150,1 
"12","04019","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204019",171254,1 
"12","04020","28580","FL","Key West, FL Micropolitan Statistical Area","1204020",73090,0.626 
"12","04020","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area","1204020",43633,0.374 
"13","00100","16860","GA","Chattanooga, TN-GA Metropolitan Statistical Area","1300100",149296,0.999 
"13","00100","19140","GA","Dalton, GA Metropolitan Statistical Area","1300100",183,0.001 
"13","00200","15660","GA","Calhoun, GA Micropolitan Statistical Area","1300200",55186,0.28 
"13","00200","16860","GA","Chattanooga, TN-GA Metropolitan Statistical Area","1300200",35,0 
"13","00200","19140","GA","Dalton, GA Metropolitan Statistical Area","1300200",142044,0.72 
"13","00300","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1300300",2,0 
"13","00300","18460","GA","Cornelia, GA Micropolitan Statistical Area","1300300",43041,0.215 
"13","00300","23580","GA","Gainesville, GA Metropolitan Statistical Area","1300300",38,0 
"13","00300","99999","GA","99999","1300300",157162,0.785 
"13","00400","45740","GA","Toccoa, GA Micropolitan Statistical Area","1300400",26175,0.172 
"13","00400","99999","GA","99999","1300400",126177,0.828 
"13","00500","12020","GA","Athens-Clarke County, GA Metropolitan Statistical Area","1300500",177664,1 
"13","00600","23580","GA","Gainesville, GA Metropolitan Statistical Area","1300600",179646,1 
"13","00700","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1300700",242528,1 
"13","00800","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1300800",227274,1 
"13","00800","99999","GA","99999","1300800",25,0 
"13","00900","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1300900",153135,1 
"13","01000","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301000",59997,0.475 
"13","01000","31420","GA","Macon, GA Metropolitan Statistical Area","1301000",39054,0.309 
"13","01000","45580","GA","Thomaston, GA Micropolitan Statistical Area","1301000",27153,0.215 
"13","01101","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301101",155461,1 
"13","01102","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301102",194459,1 
"13","01103","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301103",126301,1 
"13","01104","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301104",113352,1 
"13","01105","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301105",82526,1 
"13","01106","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301106",83229,1 
"13","01107","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301107",165312,1 
"13","01201","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301201",116118,1 
"13","01202","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301202",137775,1 
"13","01203","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301203",104467,1 
"13","01204","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301204",90761,1 
"13","01205","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301205",132682,1 
"13","01206","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301206",109985,1 
"13","01301","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301301",116319,1 
"13","01302","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301302",114387,1 
"13","01303","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301303",115134,1 
"13","01304","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301304",126493,1 
"13","01305","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301305",215797,1 
"13","01401","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301401",124925,1 
"13","01402","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301402",134499,1 
"13","01501","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301501",142726,1 
"13","01502","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301502",245851,1 
"13","01503","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301503",148651,1 
"13","01504","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301504",132114,1 
"13","01505","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301505",136025,1 
"13","01600","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301600",185163,1 
"13","01700","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301700",203766,1 
"13","01800","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301800",242831,1 
"13","01900","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1301900",214342,1 
"13","02000","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1302000",297957,1 
"13","02100","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1302100",28780,0.149 
"13","02100","16340","GA","Cedartown, GA Micropolitan Statistical Area","1302100",41475,0.215 
"13","02100","40660","GA","Rome, GA Metropolitan Statistical Area","1302100",96317,0.5 
"13","02100","44900","GA","Summerville, GA Micropolitan Statistical Area","1302100",26015,0.135 
"13","02200","12020","GA","Athens-Clarke County, GA Metropolitan Statistical Area","1302200",14877,0.142 
"13","02200","33300","GA","Milledgeville, GA Micropolitan Statistical Area","1302200",9429,0.09 
"13","02200","99999","GA","99999","1302200",80168,0.767 
"13","02300","12260","GA","Augusta-Richmond County, GA-SC Metropolitan Statistical Area","1302300",200549,1 
"13","02400","12260","GA","Augusta-Richmond County, GA-SC Metropolitan Statistical Area","1302400",145928,1 
"13","02500","12260","GA","Augusta-Richmond County, GA-SC Metropolitan Statistical Area","1302500",23316,0.212 
"13","02500","99999","GA","99999","1302500",86730,0.788 
"13","02600","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1302600",13910,0.093 
"13","02600","20140","GA","Dublin, GA Micropolitan Statistical Area","1302600",58414,0.393 
"13","02600","33300","GA","Milledgeville, GA Micropolitan Statistical Area","1302600",45720,0.307 
"13","02600","99999","GA","99999","1302600",30781,0.207 
"13","02700","31420","GA","Macon, GA Metropolitan Statistical Area","1302700",155547,1 
"13","02800","22980","GA","Fort Valley, GA Micropolitan Statistical Area","1302800",27695,0.135 
"13","02800","31420","GA","Macon, GA Metropolitan Statistical Area","1302800",37692,0.184 
"13","02800","47580","GA","Warner Robins, GA Metropolitan Statistical Area","1302800",139900,0.681 
"13","02900","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area","1302900",33826,0.242 
"13","02900","17980","GA","Columbus, GA-AL Metropolitan Statistical Area","1302900",32024,0.229 
"13","02900","29300","GA","LaGrange, GA Micropolitan Statistical Area","1302900",67044,0.48 
"13","02900","99999","GA","99999","1302900",6865,0.049 
"13","03000","17980","GA","Columbus, GA-AL Metropolitan Statistical Area","1303000",189885,1 
"13","03100","11140","GA","Americus, GA Micropolitan Statistical Area","1303100",37829,0.308 
"13","03100","17980","GA","Columbus, GA-AL Metropolitan Statistical Area","1303100",20009,0.163 
"13","03100","18380","GA","Cordele, GA Micropolitan Statistical Area","1303100",23439,0.191 
"13","03100","99999","GA","99999","1303100",41363,0.337 
"13","03200","47080","GA","Vidalia, GA Micropolitan Statistical Area","1303200",36346,0.295 
"13","03200","99999","GA","99999","1303200",86930,0.705 
"13","03300","27700","GA","Jesup, GA Micropolitan Statistical Area","1303300",30099,0.166 
"13","03300","44340","GA","Statesboro, GA Micropolitan Statistical Area","1303300",70217,0.388 
"13","03300","99999","GA","99999","1303300",80822,0.446 
"13","03400","42340","GA","Savannah, GA Metropolitan Statistical Area","1303400",134096,1 
"13","03500","42340","GA","Savannah, GA Metropolitan Statistical Area","1303500",131032,1 
"13","03600","15260","GA","Brunswick, GA Metropolitan Statistical Area","1303600",14333,0.082 
"13","03600","25980","GA","Hinesville-Fort Stewart, GA Metropolitan Statistical Area","1303600",77917,0.446 
"13","03600","42340","GA","Savannah, GA Metropolitan Statistical Area","1303600",82483,0.472 
"13","03700","15260","GA","Brunswick, GA Metropolitan Statistical Area","1303700",79626,0.612 
"13","03700","41220","GA","St. Marys, GA Micropolitan Statistical Area","1303700",50513,0.388 
"13","03800","15260","GA","Brunswick, GA Metropolitan Statistical Area","1303800",18411,0.119 
"13","03800","20060","GA","Douglas, GA Micropolitan Statistical Area","1303800",50731,0.329 
"13","03800","48180","GA","Waycross, GA Micropolitan Statistical Area","1303800",55070,0.357 
"13","03800","99999","GA","99999","1303800",30065,0.195 
"13","03900","22340","GA","Fitzgerald, GA Micropolitan Statistical Area","1303900",27172,0.221 
"13","03900","45700","GA","Tifton, GA Micropolitan Statistical Area","1303900",40118,0.327 
"13","03900","46660","GA","Valdosta, GA Metropolitan Statistical Area","1303900",10078,0.082 
"13","03900","99999","GA","99999","1303900",45428,0.37 
"13","04000","10500","GA","Albany, GA Metropolitan Statistical Area","1304000",122863,1 
"13","04100","10500","GA","Albany, GA Metropolitan Statistical Area","1304100",34445,0.245 
"13","04100","21640","GA","Eufaula, AL-GA Micropolitan Statistical Area","1304100",2513,0.018 
"13","04100","34220","GA","Moultrie, GA Micropolitan Statistical Area","1304100",45498,0.324 
"13","04100","99999","GA","99999","1304100",58160,0.414 
"13","04200","12460","GA","Bainbridge, GA Micropolitan Statistical Area","1304200",27842,0.248 
"13","04200","45620","GA","Thomasville, GA Micropolitan Statistical Area","1304200",44720,0.398 
"13","04200","99999","GA","99999","1304200",39865,0.355 
"13","04300","46660","GA","Valdosta, GA Metropolitan Statistical Area","1304300",129510,1 
"15","00100","27980","HI","Kahului-Wailuku, HI Micropolitan Statistical Area","1500100",154834,0.697 
"15","00100","28180","HI","Kapaa, HI Micropolitan Statistical Area","1500100",67091,0.302 
"15","00100","99999","HI","99999","1500100",90,0 
"15","00200","25900","HI","Hilo, HI Micropolitan Statistical Area","1500200",185079,1 
"15","00301","26180","HI","Honolulu, HI Metropolitan Statistical Area","1500301",124187,1 
"15","00302","26180","HI","Honolulu, HI Metropolitan Statistical Area","1500302",115164,1 
"15","00303","26180","HI","Honolulu, HI Metropolitan Statistical Area","1500303",107596,1 
"15","00304","26180","HI","Honolulu, HI Metropolitan Statistical Area","1500304",121372,1 
"15","00305","26180","HI","Honolulu, HI Metropolitan Statistical Area","1500305",114531,1 
"15","00306","26180","HI","Honolulu, HI Metropolitan Statistical Area","1500306",141533,1 
"15","00307","26180","HI","Honolulu, HI Metropolitan Statistical Area","1500307",228824,1 
"16","00100","17660","ID","Coeur dAlene, ID Metropolitan Statistical Area","1600100",138494,0.652 
"16","00100","99999","ID","99999","1600100",73899,0.348 
"16","00200","30300","ID","Lewiston, ID-WA Metropolitan Statistical Area","1600200",39265,0.373 
"16","00200","34140","ID","Moscow, ID Micropolitan Statistical Area","1600200",37244,0.353 
"16","00200","99999","ID","99999","1600200",28849,0.274 
"16","00300","26820","ID","Idaho Falls, ID Metropolitan Statistical Area","1600300",130374,0.628 
"16","00300","27220","ID","Jackson, WY-ID Micropolitan Statistical Area","1600300",10170,0.049 
"16","00300","39940","ID","Rexburg, ID Micropolitan Statistical Area","1600300",50778,0.245 
"16","00300","99999","ID","99999","1600300",16177,0.078 
"16","00400","14260","ID","Boise City-Nampa, ID Metropolitan Statistical Area","1600400",35273,0.324 
"16","00400","34300","ID","Mountain Home, ID Micropolitan Statistical Area","1600400",27038,0.248 
"16","00400","36620","ID","Ontario, OR-ID Micropolitan Statistical Area","1600400",22623,0.208 
"16","00400","99999","ID","99999","1600400",24036,0.221 
"16","00500","14260","ID","Boise City-Nampa, ID Metropolitan Statistical Area","1600500",188923,1 
"16","00600","14260","ID","Boise City-Nampa, ID Metropolitan Statistical Area","1600600",193280,1 
"16","00700","14260","ID","Boise City-Nampa, ID Metropolitan Statistical Area","1600700",199085,1 
"16","00800","15420","ID","Burley, ID Micropolitan Statistical Area","1600800",43021,0.232 
"16","00800","46300","ID","Twin Falls, ID Micropolitan Statistical Area","1600800",99604,0.536 
"16","00800","99999","ID","99999","1600800",43165,0.232 
"16","00900","13940","ID","Blackfoot, ID Micropolitan Statistical Area","1600900",45607,0.274 
"16","00900","30860","ID","Logan, UT-ID Metropolitan Statistical Area","1600900",12786,0.077 
"16","00900","38540","ID","Pocatello, ID Metropolitan Statistical Area","1600900",90656,0.545 
"16","00900","99999","ID","99999","1600900",17235,0.104 
"17","00101","19340","IL","Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area","1700101",7127,0.069 
"17","00101","44580","IL","Sterling, IL Micropolitan Statistical Area","1700101",58498,0.564 
"17","00101","99999","IL","99999","1700101",38065,0.367 
"17","00102","19340","IL","Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area","1700102",100520,1 
"17","00103","19340","IL","Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area","1700103",106819,1 
"17","00200","15460","IL","Burlington, IA-IL Micropolitan Statistical Area","1700200",7331,0.064 
"17","00200","15900","IL","Canton, IL Micropolitan Statistical Area","1700200",37069,0.326 
"17","00200","23660","IL","Galesburg, IL Micropolitan Statistical Area","1700200",17707,0.156 
"17","00200","31380","IL","Macomb, IL Micropolitan Statistical Area","1700200",32612,0.287 
"17","00200","99999","IL","99999","1700200",19104,0.168 
"17","00300","39500","IL","Quincy, IL-MO Micropolitan Statistical Area","1700300",67103,0.596 
"17","00300","99999","IL","99999","1700300",45577,0.404 
"17","00400","27300","IL","Jacksonville, IL Micropolitan Statistical Area","1700400",40902,0.337 
"17","00400","41180","IL","St. Louis, MO-IL Metropolitan Statistical Area","1700400",52854,0.436 
"17","00400","99999","IL","99999","1700400",27528,0.227 
"17","00500","20820","IL","Effingham, IL Micropolitan Statistical Area","1700500",34242,0.328 
"17","00500","41180","IL","St. Louis, MO-IL Metropolitan Statistical Area","1700500",17768,0.17 
"17","00500","99999","IL","99999","1700500",52244,0.501 
"17","00600","16660","IL","Charleston-Mattoon, IL Micropolitan Statistical Area","1700600",64921,0.627 
"17","00600","99999","IL","99999","1700600",38556,0.373 
"17","00700","99999","IL","99999","1700700",109491,1 
"17","00800","16020","IL","Cape Girardeau-Jackson, MO-IL Metropolitan Statistical Area","1700800",8238,0.058 
"17","00800","25380","IL","Harrisburg, IL Micropolitan Statistical Area","1700800",24913,0.176 
"17","00800","34500","IL","Mount Vernon, IL Micropolitan Statistical Area","1700800",8457,0.06 
"17","00800","37140","IL","Paducah, KY-IL Micropolitan Statistical Area","1700800",15429,0.109 
"17","00800","99999","IL","99999","1700800",84263,0.596 
"17","00900","16060","IL","Carbondale, IL Micropolitan Statistical Area","1700900",60218,0.319 
"17","00900","32060","IL","Marion-Herrin, IL Micropolitan Statistical Area","1700900",66357,0.352 
"17","00900","99999","IL","99999","1700900",61911,0.328 
"17","01000","16460","IL","Centralia, IL Micropolitan Statistical Area","1701000",39437,0.312 
"17","01000","34500","IL","Mount Vernon, IL Micropolitan Statistical Area","1701000",38827,0.307 
"17","01000","99999","IL","99999","1701000",48192,0.381 
"17","01101","41180","IL","St. Louis, MO-IL Metropolitan Statistical Area","1701101",182535,1 
"17","01102","41180","IL","St. Louis, MO-IL Metropolitan Statistical Area","1701102",158240,1 
"17","01201","41180","IL","St. Louis, MO-IL Metropolitan Statistical Area","1701201",114625,1 
"17","01202","41180","IL","St. Louis, MO-IL Metropolitan Statistical Area","1701202",177642,1 
"17","01300","44100","IL","Springfield, IL Metropolitan Statistical Area","1701300",113022,1 
"17","01400","30660","IL","Lincoln, IL Micropolitan Statistical Area","1701400",30305,0.238 
"17","01400","44100","IL","Springfield, IL Metropolitan Statistical Area","1701400",97148,0.762 
"17","01500","19500","IL","Decatur, IL Metropolitan Statistical Area","1701500",110768,1 
"17","01600","16580","IL","Champaign-Urbana, IL Metropolitan Statistical Area","1701600",16729,0.159 
"17","01600","45380","IL","Taylorville, IL Micropolitan Statistical Area","1701600",34800,0.33 
"17","01600","99999","IL","99999","1701600",53770,0.511 
"17","01700","37900","IL","Peoria, IL Metropolitan Statistical Area","1701700",112547,1 
"17","01800","37900","IL","Peoria, IL Metropolitan Statistical Area","1701800",112611,1 
"17","01900","37900","IL","Peoria, IL Metropolitan Statistical Area","1701900",135394,1 
"17","02000","14060","IL","Bloomington-Normal, IL Metropolitan Statistical Area","1702000",169572,1 
"17","02100","16580","IL","Champaign-Urbana, IL Metropolitan Statistical Area","1702100",201081,1 
"17","02200","16580","IL","Champaign-Urbana, IL Metropolitan Statistical Area","1702200",14081,0.086 
"17","02200","19180","IL","Danville, IL Metropolitan Statistical Area","1702200",81625,0.497 
"17","02200","38700","IL","Pontiac, IL Micropolitan Statistical Area","1702200",38950,0.237 
"17","02200","99999","IL","99999","1702200",29718,0.181 
"17","02300","28100","IL","Kankakee-Bradley, IL Metropolitan Statistical Area","1702300",113449,1 
"17","02400","36860","IL","Ottawa-Streator, IL Micropolitan Statistical Area","1702400",113924,1 
"17","02500","23660","IL","Galesburg, IL Micropolitan Statistical Area","1702500",52919,0.47 
"17","02500","36860","IL","Ottawa-Streator, IL Micropolitan Statistical Area","1702500",40984,0.364 
"17","02500","37900","IL","Peoria, IL Metropolitan Statistical Area","1702500",18634,0.166 
"17","02600","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1702600",105160,0.745 
"17","02600","19940","IL","Dixon, IL Micropolitan Statistical Area","1702600",36031,0.255 
"17","02700","23300","IL","Freeport, IL Micropolitan Statistical Area","1702700",47711,0.471 
"17","02700","40300","IL","Rochelle, IL Micropolitan Statistical Area","1702700",53497,0.529 
"17","02800","40420","IL","Rockford, IL Metropolitan Statistical Area","1702800",149280,1 
"17","02900","40420","IL","Rockford, IL Metropolitan Statistical Area","1702900",200151,1 
"17","03001","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703001",120828,1 
"17","03002","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703002",141503,1 
"17","03003","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703003",165089,1 
"17","03004","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703004",129503,1 
"17","03005","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703005",146149,1 
"17","03006","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703006",235693,1 
"17","03101","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703101",148257,1 
"17","03102","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703102",133389,1 
"17","03103","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703103",196394,1 
"17","03104","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703104",249583,1 
"17","03201","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703201",212834,1 
"17","03202","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703202",117067,1 
"17","03203","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703203",116268,1 
"17","03204","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703204",146795,1 
"17","03205","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703205",123449,1 
"17","03206","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703206",200511,1 
"17","03301","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703301",104268,1 
"17","03302","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703302",134243,1 
"17","03303","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703303",231190,1 
"17","03304","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703304",124012,1 
"17","03305","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703305",109749,1 
"17","03401","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703401",126645,1 
"17","03402","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703402",230826,1 
"17","03403","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703403",248520,1 
"17","03404","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703404",222477,1 
"17","03405","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703405",235835,1 
"17","03406","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703406",117566,1 
"17","03407","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703407",178470,1 
"17","03408","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703408",192426,1 
"17","03409","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703409",152460,1 
"17","03410","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703410",173605,1 
"17","03411","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703411",173435,1 
"17","03412","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703412",109799,1 
"17","03413","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703413",169326,1 
"17","03414","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703414",167649,1 
"17","03501","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703501",167874,1 
"17","03502","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703502",158484,1 
"17","03503","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703503",143302,1 
"17","03504","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703504",141297,1 
"17","03505","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703505",128457,1 
"17","03506","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703506",156288,1 
"17","03507","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703507",98514,1 
"17","03508","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703508",130803,1 
"17","03509","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703509",219299,1 
"17","03510","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703510",186038,1 
"17","03511","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703511",115057,1 
"17","03512","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703512",164118,1 
"17","03513","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703513",204638,1 
"17","03514","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703514",104200,1 
"17","03515","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703515",149565,1 
"17","03516","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703516",141395,1 
"17","03517","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703517",102738,1 
"17","03518","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703518",88066,1 
"17","03519","16980","IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1703519",95503,1 
"18","00100","16980","IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1800100",80294,1 
"18","00201","16980","IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1800201",115525,1 
"18","00202","16980","IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1800202",170048,1 
"18","00203","16980","IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1800203",130138,1 
"18","00300","16980","IN","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","1800300",164343,1 
